confidence,hypo_step,max_arm_length,nThreads,exec_time_ms
54,2,10,1,38481.0
14,3,6,5,7345.0
24,3,11,7,5914.0
24,1,6,5,16604.0
64,2,9,8,7145.0
14,1,16,3,25344.0
54,2,3,2,16071.0
64,2,13,6,8349.0
44,1,14,3,24879.0
54,1,16,2,37534.0
14,1,15,5,17277.0
44,2,6,4,10432.0
34,1,2,1,55413.0
54,3,5,4,8394.0
64,2,15,5,12251.0
54,2,14,5,11500.0
64,2,10,7,8225.0
54,2,13,8,9345.0
64,2,2,3,10600.0
54,3,8,7,5721.0
14,2,7,2,19932.0
34,1,16,3,27299.0
44,3,8,3,10414.0
34,3,7,8,6975.0
14,1,11,5,19233.0
34,1,14,5,17509.0
44,2,1,2,14846.0
24,3,2,3,7845.0
44,3,12,2,17177.0
14,2,6,2,18759.0
64,3,10,5,8177.0
24,2,8,2,19844.0
24,3,8,6,6719.0
44,3,4,6,5317.0
54,3,7,6,6093.0
44,3,12,3,12084.0
24,1,14,3,24856.0
34,3,11,3,12183.0
14,1,12,3,24642.0
24,2,10,6,8337.0
44,3,15,2,18215.0
34,2,16,8,11332.0
44,3,4,4,7583.0
54,3,3,8,5903.0
54,2,2,5,10025.0
54,2,13,7,7660.0
44,2,1,1,29721.0
44,1,3,3,19798.0
24,2,14,2,22867.0
14,1,13,6,19078.0
24,1,1,7,15170.0
14,2,16,5,13293.0
14,2,7,8,9296.0
24,2,7,5,12218.0
44,3,9,7,6052.0
54,1,7,6,15225.0
24,1,10,6,12224.0
44,3,4,1,23846.0
44,1,12,4,18608.0
14,2,14,7,7669.0
14,1,7,2,34549.0
54,2,3,6,6607.0
44,3,5,4,7355.0
44,1,12,3,24673.0
14,2,11,1,39060.0
34,1,13,7,15092.0
54,2,4,6,9601.0
54,2,13,6,8601.0
14,2,16,4,13229.0
14,2,8,1,36724.0
54,2,6,6,7112.0
14,2,4,5,10472.0
24,2,6,4,10874.0
14,1,15,6,14261.0
14,2,5,5,8541.0
14,3,9,7,5356.0
14,1,8,1,65762.0
44,2,12,4,11304.0
34,1,8,6,13556.0
54,2,10,7,11011.0
34,2,13,6,8517.0
44,1,12,2,37156.0
44,3,13,4,10606.0
34,2,4,8,7902.0
24,1,14,6,13941.0
44,2,6,8,5838.0
34,1,16,7,18128.0
54,2,12,4,12637.0
44,2,12,5,10287.0
34,1,9,6,12640.0
44,2,3,1,32899.0
14,3,3,4,7003.0
54,2,6,2,18206.0
44,3,7,7,5388.0
64,1,16,3,25663.0
24,2,9,6,8111.0
34,3,14,3,13311.0
24,2,15,1,42711.0
24,2,11,6,8477.0
44,2,11,7,9230.0
14,2,6,4,11510.0
14,3,14,4,9905.0
54,3,5,5,6942.0
14,3,15,4,9783.0
64,2,11,2,21337.0
34,2,8,2,20023.0
44,2,4,2,17638.0
44,1,11,4,17776.0
44,2,7,8,9076.0
64,1,10,6,18516.0
54,3,11,4,9171.0
44,2,7,8,9274.0
24,2,15,3,16308.0
54,1,6,8,10543.0
24,1,6,8,15028.0
54,1,2,8,8931.0
44,2,15,7,10361.0
54,3,2,7,4049.0
54,2,12,3,15892.0
14,2,10,3,14639.0
44,2,3,8,7153.0
64,1,13,2,36573.0
54,1,13,3,25095.0
24,2,5,8,8797.0
14,2,6,7,10281.0
34,1,11,8,14573.0
24,3,4,5,8533.0
24,3,11,8,7836.0
14,3,2,2,11113.0
44,1,7,5,15770.0
54,1,13,3,27210.0
44,3,6,8,4407.0
