gg,run,applicationCompletionTime,x1,x2,x3,dataSize,nContainers
0,0,19.99251041347833,1.998502082695666,4.182962658458068,8.148962927995118,1,2
1,1,-38.96498620075393,-9.792997240150786,2.6185245719940737,12.5487153857197,1,4
2,2,57.91041696413599,9.582083392827197,4.350706567326414,11.597178887950914,1,6
3,3,78.03635607875124,13.607271215750247,-0.04142582358229285,16.527523912767744,1,8
4,4,110.8995335956167,20.17990671912334,-0.16334559508779245,8.634057363878316,1,10
5,5,0.3773377101303321,-1.9245324579739336,6.787479237280747,10.200836839237663,1,12
6,6,-13.531827754006976,-4.7063655508013955,4.40248206523,5.408393177140862,1,14
7,7,29.990577122812322,3.998115424562464,6.938371946744206,10.133713352079885,1,16
8,8,38.94799784536513,5.789599569073026,2.0359472925114908,8.42108047502627,1,18
9,9,-18.962546961393294,-5.792509392278658,1.0348514451813045,8.893935825615035,1,20
10,10,44.80540914992442,6.9610818299848845,-0.2885545561534948,5.852530309889515,1,22
11,11,7.476174142835923,-0.5047651714328154,0.6459021733166432,10.808350238158596,1,24
12,12,57.34274027525747,9.468548055051494,3.425583093686498,10.804914359000028,1,26
13,13,26.520109834178097,3.304021966835619,2.7509466831923595,6.412822211462906,1,28
14,14,10.220380201549101,0.044076040309820375,3.941027293180607,3.2733088210015637,1,30
15,15,12.248149399366032,0.44962987987320613,2.7959784527024207,7.863685694553806,1,32
16,16,27.601240531407782,3.5202481062815565,1.8530291367522995,9.71371059403197,1,34
17,17,72.52092736572564,12.504185473145128,2.1818447132319205,3.9096863041489573,1,36
18,18,57.64023644124155,9.52804728824831,4.115749888389833,7.272842989337192,1,38
19,19,48.15083922395997,7.630167844791994,2.6627545843349267,4.22934966157172,1,40
20,20,-2.636193873057735,-2.527238774611547,1.6355644204542437,5.99686756125358,1,2
21,21,97.97609233234283,17.595218466468566,4.49150756111459,4.891863205142588,1,4
22,22,57.1946169852231,9.43892339704462,0.8676170038338054,0.76977137336198,1,6
23,23,-12.754120277666363,-4.550824055533273,0.8393529891952705,7.693418047156477,1,8
24,24,-1.619875718267867,-2.3239751436535734,4.179948160118949,8.220199645185781,1,10
25,25,-5.632706340589575,-3.126541268117915,3.524974322985037,5.807289358028594,1,12
26,26,0.7852018902581825,-1.8429596219483635,2.4018525580331307,0.6095332736603902,1,14
27,27,16.902390038149456,1.3804780076298915,3.05263044224326,6.2686871043996355,1,16
28,28,74.75974673434074,12.951949346868147,3.879013955716722,12.485703316719713,1,18
29,29,-3.0480661474858586,-2.609613229497172,0.8115320998345195,12.759223668749648,1,20
30,30,-23.829475600476982,-6.765895120095397,1.2068856782560864,7.4833108356420155,1,22
31,31,-6.8758021711730635,-3.375160434234613,7.226046443688665,11.432970914808664,1,24
32,32,22.273452347755967,2.4546904695511933,0.5732764413724865,6.6330418158796975,1,26
33,33,28.22445646280283,3.6448912925605663,0.7013507171415934,11.038476896334354,1,28
34,34,45.123076740754406,7.024615348150881,1.4544114027045445,7.197232990807943,1,30
35,35,15.325001227287379,1.0650002454574756,2.2242217608710533,6.40774403584098,1,32
36,36,59.768479742378716,9.953695948475744,4.098992097835419,5.739083618016915,1,34
37,37,44.80430421398792,6.960860842797584,0.6040729496943156,6.202299772516801,1,36
38,38,103.0954028525255,18.619080570505098,3.4906848180503105,3.645357993794909,1,38
39,39,65.16638291597944,11.033276583195889,5.501000654440615,6.5289428382174215,1,40
40,40,50.76444109744805,8.15288821948961,1.9534460502422584,12.688946424392316,1,2
41,41,90.06450429860635,16.01290085972127,3.934328758390764,8.336440095524809,1,4
42,42,39.57205122221712,5.914410244443424,4.508069094433383,10.234412160300987,1,6
43,43,43.9366733130235,6.7873346626046995,2.912266282109173,6.401398260990835,1,8
44,44,-37.7456569890319,-9.54913139780638,3.7684813317654338,7.334960133248923,1,10
45,45,-1.7834617371283912,-2.3566923474256782,1.8291170753633736,7.535429589041131,1,12
46,46,59.64123169789093,9.928246339578186,1.0283113513848985,6.525508010225053,1,14
47,47,93.49650493260448,16.699300986520896,1.5696902796348697,11.432948122613052,1,16
48,48,-10.796515902454402,-4.15930318049088,2.315446889308642,7.419156902238984,1,18
49,49,34.55959992157791,4.911919984315583,3.2625013043485236,5.236676294345212,1,20
50,50,8.338045008304231,-0.33239099833915375,0.875330556700646,5.104726892120888,1,22
51,51,-3.436594335866822,-2.6873188671733645,3.3123541110469383,10.583733100137538,1,24
52,52,21.82392455593826,2.3647849111876518,3.6884574167470467,4.642689315687472,1,26
53,53,31.628462043962934,4.3256924087925865,2.772578229025071,9.14753461962543,1,28
54,54,11.490057985360362,0.2980115970720725,0.7195471151580461,13.224613043745599,1,30
55,55,99.97017357220535,17.99403471444107,3.8533644256329587,16.66709525076464,1,32
56,56,-8.643762529572392,-3.7287525059144784,4.845166260139612,5.319539592615145,1,34
57,57,80.91059272190196,14.182118544380394,3.25625163134433,9.97160257173138,1,36
58,58,4.863564910437321,-1.0272870179125357,3.865730893482773,10.04389350037089,1,38
