gg,run,applicationCompletionTime,x1,x2,x3,dataSize,nContainers
0,0,716.5352014254906,-7.566983542583104,3.349466616522888,3.14313974572236,1,2
1,1,3031.460660724474,15.054233983543925,2.1280438128899997,6.5159933190699775,1,4
2,2,2075.75402211985,12.414878266351023,5.58819853593415,7.174997241090391,1,6
3,3,2025.5886822068717,12.26089532921264,1.9738197202461625,8.70563153706215,1,8
4,4,298.6730025072826,4.5238981795774595,2.9950429006635,6.502337956667899,1,10
5,5,230.86216876162598,3.933995719411914,4.3986515207239165,7.31762511365112,1,12
6,6,33.05211514901982,1.1531371692040637,4.73829641798823,0.9577634754683366,1,14
7,7,787.0704232653171,7.541490222818267,1.762249155147557,7.029409794456765,1,16
8,8,14.242187315824935,0.4104396425997403,2.206405288241676,11.887133830688885,1,18
9,9,381.6080260372049,5.15766567403848,3.1221899623980227,6.844326375241144,1,20
10,10,339.45238247674666,4.845496711226694,-1.0191470288347428,9.90580981771493,1,22
11,11,1588.0067085650403,-11.211477973077507,-1.0116248363164226,10.052957790117578,1,24
12,12,265.01241657116526,4.240899046021143,3.7616246363924497,3.4482636901319417,1,26
13,13,990.2177302944182,8.493217399321605,5.063321011062307,14.371886521396442,1,28
14,14,340.7326270989183,-5.239876767003166,2.908595221111127,7.30406776673281,1,30
15,15,75.7275644209029,2.0644485511613087,4.102263935811855,13.00119101487355,1,32
16,16,121.30572193197249,-3.1247061745526343,1.469352480450782,6.81428437604517,1,34
17,17,10.95886746136322,-0.5250858226140398,1.8195838849126649,3.0054807909974794,1,36
18,18,342.62520770507183,4.869661952738827,4.080403874853404,7.284319843812681,1,38
19,19,711.6167526377849,7.156671943138066,5.4145129926878335,9.282786613654467,1,40
20,20,2761.7670210313704,14.357997063322104,3.6598994352463583,11.559204656532827,1,2
21,21,312.03574430165264,-5.016258463299819,3.54805763770511,4.173676166870612,1,4
22,22,515.0076106714134,6.043373628200687,0.6086512423121917,10.498329726519989,1,6
23,23,1556.4871244880885,10.716291222588115,3.1999645645881625,9.338251783673497,1,8
24,24,788.544324927734,7.548816724917611,3.5610295490845245,6.848909497720097,1,10
25,25,9.553414440393704,-0.14102891339887336,5.055869175369464,8.005596357362851,1,12
26,26,175.9669428541282,3.385913955435321,3.144803644241298,3.8406356955888876,1,14
27,27,68.0190796468709,1.9290099112592718,1.7942545361952777,8.867086924125067,1,16
28,28,260.1777388443157,-4.583369488511824,7.0624590568303915,15.213738141483098,1,18
29,29,827.6114380550839,7.7405461315831445,3.5008755981554858,7.892221200590635,1,20
30,30,686.6423500758191,7.02478270430052,4.629000007245995,8.25430176458669,1,22
31,31,37.63801341343702,-1.6630161203530198,6.2188061878451535,5.742635905585885,1,24
32,32,144.35129789492828,-3.412819681294459,6.928358093889006,1.568952585450389,1,26
33,33,842.7845084520516,7.81377306250141,1.605220642240657,8.018269266586602,1,28
34,34,579.4209508613427,-6.8133796488143865,4.6030451642759,8.222739814265317,1,30
35,35,513.8328327599819,6.036123410248436,2.169564800807421,3.313375314925434,1,32
36,36,1006.8277324274097,8.566461547094079,3.960241188090566,6.5232364531385505,1,34
37,37,9.519263366185525,-0.19389118782649728,5.3257624212551065,11.368168466506813,1,36
38,38,2268.7818597010105,12.990614328046986,-1.6860105925321553,12.076576670887071,1,38
39,39,74.53958432364686,-2.4287257341844803,2.0784859055167333,7.177155183449834,1,40
40,40,685.9423379104142,7.021051213442663,4.555737791416073,6.592478407116332,1,2
41,41,773.4608383478501,7.473508575025434,2.3906643093480326,9.360765024308854,1,4
42,42,149.28688937804768,-3.4712340950383753,1.100668950648982,8.75614045582505,1,6
43,43,231.9205919271319,-4.328464968348612,1.3461105296269995,11.34954727375351,1,8
44,44,2169.9353399418987,12.699001572144219,4.951718279428687,4.019412576742481,1,10
45,45,4590.106608361492,18.578757146944362,5.702262777072463,11.596868139850624,1,12
46,46,221.33854115956274,-4.228864778110966,1.543707691156369,5.5520876250713815,1,14
47,47,255.30096169677387,4.15582834448168,5.72322726214418,14.139502854426766,1,16
48,48,433.24426256549395,5.516828250643497,4.1308601020743945,9.250044306818735,1,18
49,49,147.26402971863553,3.0628042512879237,0.30703277757557634,5.124390996917949,1,20
50,50,134.48240673294555,2.90810389282239,6.085166770252027,9.008498636506785,1,22
51,51,1702.7430446992246,11.220316269206268,4.24257913769798,8.679020887021798,1,24
52,52,81.69246571601556,2.1639154090982062,6.637573385017071,6.063561409872807,1,26
53,53,17.348323517221104,0.5837321930664836,2.2211805664457667,5.6068785629687925,1,28
54,54,10.92222502680669,0.13620811431072255,2.741601376202425,15.176478153752521,1,30
55,55,9.738295975645539,-0.06249563691909188,0.5878065573774798,9.411798485062016,1,32
56,56,460.88564391528246,-6.084717498060094,-0.11471025367595011,6.047899841477655,1,34
57,57,2601.9590763559418,13.929252053715981,1.4364464445800613,10.653613167294049,1,36
58,58,12.92626580729827,0.3196294310901764,2.3746715741093904,10.561383157942124,1,38
59,59,727.2077827910337,7.237820953549312,2.508823693571503,8.957316430171478,1,40
60,60,256.4903778826932,-4.55095203971543,0.8791289090556793,2.4901096192445316,1,2
61,61,834.2969581453711,7.772894161217139,3.934642551259809,4.388858437624566,1,4
62,62,3695.256169875475,-17.030307160329293,3.4610390206432835,9.903901662770089,1,6
63,63,1081.558352053064,8.888691580408064,2.540722845303087,11.88816854611092,1,8
64,64,125.74209000534863,-3.182327749303939,2.7294743354371085,7.572567584576966,1,10
65,65,908.3846426616617,8.122948961728591,2.1322097372169346,4.4449753420830564,1,12
66,66,12.507169249426418,-0.6717254866723898,3.179526227311021,10.573073630380353,1,14
67,67,560.6469296500649,6.318793472276434,4.460200695383511,9.726981505341097,1,16
68,68,2752.8463760939667,14.334397544082963,0.12654818685827784,9.169701904533385,1,18
69,69,15.027982988594458,-0.8432686517517158,-1.4456347297064651,4.986223115028748,1,20
70,70,620.3837232097294,6.662586642514459,2.631103847362567,8.894342904207111,1,22
