gg,run,applicationCompletionTime,x1,x2,x3,dataSize,nContainers
0,0,113.74519369060278,10.374519369060277,7.688303066152888,2.598674985002366,5,2
1,1,-99.9477843934439,-10.99477843934439,-15.335070702026474,8.33212117105651,5,4
2,2,21.052752447340172,1.1052752447340173,18.84448932536887,6.9257758148055935,5,6
3,3,61.67064028894671,5.1670640288946705,10.252948855358223,6.6681494162987995,5,8
4,4,128.67007042570356,11.867007042570357,-2.565266132099726,14.962856962624627,5,10
5,5,128.2816844262158,11.828168442621582,-3.502683136946139,6.219537486110013,5,12
6,6,160.01398465570088,15.00139846557009,6.610102420912426,3.9265232701247257,5,14
7,7,53.11583347794729,4.311583347794729,10.63288960851935,6.2779379822357475,5,16
8,8,136.1970850624334,12.619708506243338,7.700072131482268,14.505504526024612,5,18
9,9,3.6781318972848442,-0.6321868102715156,-3.739181978296088,5.118436870909669,5,20
10,10,37.9383449858107,2.7938344985810697,-1.5261271928290707,7.385266863299094,5,22
11,11,97.31865872811224,8.731865872811223,0.3489194979683443,6.634289518726838,5,24
12,12,-63.72240040581542,-7.372240040581541,10.342423904361443,4.469784549014524,5,26
13,13,81.87448081728995,7.187448081728995,4.32317724863926,14.93822762682617,5,28
14,14,141.08998479172095,13.108998479172095,-3.3557698209794555,10.163470798717853,5,30
15,15,89.06013964910468,7.906013964910469,1.6557949402327052,2.335879368238249,5,32
16,16,44.37663943613841,3.4376639436138414,-1.632207695528944,14.867982779215147,5,34
17,17,3.382205853368614,-0.6617794146631386,7.012468956628608,2.336991072255307,5,36
18,18,70.4883098144505,6.04883098144505,-0.6476225052625724,10.513411940744966,5,38
19,19,31.92903374250738,2.192903374250738,8.868886952709977,10.468934069526274,5,40
20,20,-46.67678354995134,-5.667678354995134,2.834074001558525,10.4268271390588,5,2
21,21,96.04720934072263,8.604720934072263,19.70685106201197,9.698727872658143,5,4
22,22,147.44749574946985,13.744749574946987,17.46965796941436,7.678045648000169,5,6
23,23,9.10654910409101,-0.08934508959089893,12.31549032814573,11.761560700057561,5,8
24,24,122.35532675735469,11.235532675735469,4.438558080951702,5.7408703301839825,5,10
25,25,85.93235218221979,7.593235218221978,-1.1424923947827663,9.701411262875494,10,12
26,26,-12.25900455332458,-2.225900455332458,8.111843505373594,7.444956746216416,10,14
27,27,-132.15741862743454,-14.215741862743453,10.8217254224305,6.120468447904079,10,16
28,28,145.58868474802173,13.558868474802173,6.722248953740589,12.872110956929546,10,18
29,29,87.53062499814624,7.753062499814623,15.159736051548617,7.6675672684711165,10,20
30,30,12.929527242325204,0.2929527242325203,17.383865445114253,11.398485886685606,10,22
31,31,34.808796248622265,2.4808796248622267,7.307513304267527,10.05484100591892,10,24
32,32,39.60485211923948,2.960485211923948,-2.1259666899702605,5.869592102501476,10,26
33,33,19.671837776441166,0.9671837776441166,12.152714956121443,0.2935880781404787,10,28
